id,name,category,region,status,reason,image_url,image_source,source_title,url_title,score,non_food_keyword,prev_url,prev_title,prev_url_reachable,license,flags
190,Achari Biryani,Rice,Sindh,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Achari Biryani ★),,,,,https://upload.wikimedia.org/wikipedia/commons/c/c6/Achari_Biryani.JPG,Achari Biryani,false,cc0,prev-url-available;prev-url-unverified
773,Adrak Chai,Drinks,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Ginger Tea Adrak wali Chai ★),,,,,https://upload.wikimedia.org/wikipedia/commons/3/3f/Ginger_Tea_%28Adrak_wali_Chai%29.jpg,Ginger Tea (Adrak wali Chai),false,by-sa,prev-url-available;prev-url-unverified
854,Akki Roti,Bread,Punjab,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Akki roti ★),,,,,https://upload.wikimedia.org/wikipedia/commons/c/c3/Akki_roti.jpg,Akki roti,false,by-sa,prev-url-available;prev-url-unverified
1469,Almond,Fruit,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,"Wikimedia Commons via Openverse (Home-made almond milk, November 2012 ★)",,,,,https://upload.wikimedia.org/wikipedia/commons/d/de/Home-made_almond_milk%2C_November_2012.jpg,"Home-made almond milk, November 2012",true,by,prev-url-available;prev-url-reachable
1351,Almond (Baadaam),Fruit,Khyber Pakhtunkhwa,GOOD,url reachable (200); title overlaps name,https://upload.wikimedia.org/wikipedia/commons/d/de/Home-made_almond_milk%2C_November_2012.jpg,"Wikimedia Commons via Openverse (Home-made almond milk, November 2012 ★)",,"Home-made almond milk, November 2012",0.5,,https://upload.wikimedia.org/wikipedia/commons/d/de/Home-made_almond_milk%2C_November_2012.jpg,"Home-made almond milk, November 2012",,by,
465,Aloo Bukhara Halwa,Dessert,Punjab,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,Wikimedia Commons via Openverse (Aloo Bukhara Sharbat ★),,,,,,,,,no-candidate
796,Aloo Bukhara Sharbat,Drinks,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Aloo Bukhara Sharbat ★),,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Plum_juice.jpg/640px-Plum_juice.jpg,Aloo Bukhara Sharbat,false,cc0,prev-url-available;prev-url-unreachable
1236,Aloo Chaat,Snacks,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,"Wikimedia Commons via Openverse (Aloo chaat vendor, Connaught Place, New Delhi ★)",,,,,https://upload.wikimedia.org/wikipedia/commons/8/8e/Aloo_chaat_vendor%2C_Connaught_Place%2C_New_Delhi.jpg,"Aloo chaat vendor, Connaught Place, New Delhi",false,by-sa,prev-url-available;prev-url-unverified
1489,Aloo Chana,Curry & Kebab,Common Across Pakistan,MISSING_NO_CANDIDATE,no image and no source,,,,,,,,,,,no-candidate
184,Aloo Chawal,Rice,Sindh,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Saloonay Chawal With Aloo Gosht ★),,,,,https://upload.wikimedia.org/wikipedia/commons/c/c3/Saloonay_Chawal_With_Aloo_Gosht.JPG,Saloonay Chawal With Aloo Gosht,false,cc0,prev-url-available;prev-url-unverified
9,Aloo Gobi,Sabzi,,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/0/01/Tapenade_and_green_olives_on_aloo_gobi_paratha_-_Massachusetts.jpg,Wikimedia Commons via Openverse (Tapenade and green olives on aloo gobi paratha - Massachusetts ★),,Tapenade and green olives on aloo gobi paratha - Massachusetts,1,,https://upload.wikimedia.org/wikipedia/commons/0/01/Tapenade_and_green_olives_on_aloo_gobi_paratha_-_Massachusetts.jpg,Tapenade and green olives on aloo gobi paratha - Massachusetts,,cc0,probe-ratelimited
817,Aloo Kulcha,Bread,Punjab,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/d/d7/Amritsari_Aloo_Kulcha.jpg,Wikimedia Commons via Openverse (Amritsari Aloo Kulcha ★),,Amritsari Aloo Kulcha,1,,https://upload.wikimedia.org/wikipedia/commons/d/d7/Amritsari_Aloo_Kulcha.jpg,Amritsari Aloo Kulcha,,by-sa,probe-ratelimited
971,Aloo Naan,Bread,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (File:Amritsari Aloo Naan Thali.jpg ★),,,,,https://upload.wikimedia.org/wikipedia/commons/0/01/Amritsari_Aloo_Naan_Thali.jpg,File:Amritsari Aloo Naan Thali.jpg,false,by-sa,prev-url-available;prev-url-unverified
1228,Aloo Pakora,Snacks,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Aloo Pakora ★),,,,,https://upload.wikimedia.org/wikipedia/commons/4/43/Aloo_Pakora_.jpg,Aloo Pakora,false,by,prev-url-available;prev-url-unverified
979,Aloo Paratha,Bread,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Tapenade and green olives on aloo gobi paratha - Massachusetts ★),,,,,https://upload.wikimedia.org/wikipedia/commons/0/08/Aloo_paratha.jpg,Aloo paratha,false,by-sa,prev-url-available;prev-url-unverified
248,Aloo Pulao,Rice,Common Across Pakistan,BROKEN_URL,url returns HTTP 400 (definitive),https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Plum_juice.jpg/640px-Plum_juice.jpg,Wikimedia Commons via Openverse (Aloo Bukhara Sharbat ★),,640px-Plum juice,0,,https://upload.wikimedia.org/wikipedia/commons/2/20/Aloo_Raita_Recipe_By_Sonia_Goyal.jpg,Aloo Raita Recipe By Sonia Goyal,,by-sa,unrelated-title;http:400
1219,Aloo Samosa,Snacks,Common Across Pakistan,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/d/d6/Aloo_samosa_-_Sri_Sai_tiffin_centre%2C_Gulmohar_Park_Colony%2C_Serilingampalle_-_Hyderabad_-_DSC_0018.jpg,"Wikimedia Commons via Openverse (Aloo samosa - Sri Sai tiffin centre, Gulmohar Park Colony, Serilingampalle - Hyderabad - DSC 0018 ★)",,"Aloo samosa - Sri Sai tiffin centre, Gulmohar Park Colony, Serilingampalle - Hyderabad - DSC 0018",1,,https://upload.wikimedia.org/wikipedia/commons/d/d6/Aloo_samosa_-_Sri_Sai_tiffin_centre%2C_Gulmohar_Park_Colony%2C_Serilingampalle_-_Hyderabad_-_DSC_0018.jpg,"Aloo samosa - Sri Sai tiffin centre, Gulmohar Park Colony, Serilingampalle - Hyderabad - DSC 0018",,by-sa,probe-ratelimited
1051,Aloo Samosa Chaat,Snacks,Punjab,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/8/8e/Aloo_chaat_vendor%2C_Connaught_Place%2C_New_Delhi.jpg,"Wikimedia Commons via Openverse (Aloo chaat vendor, Connaught Place, New Delhi ★)",,"Aloo chaat vendor, Connaught Place, New Delhi",0.67,,,,,,probe-ratelimited
1263,Aloo Tikki,Snacks,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Aloo Tikki Fried 1 ★),,,,,https://upload.wikimedia.org/wikipedia/commons/4/40/Aloo_Tikki_Fried_%281%29.JPG,Aloo Tikki Fried (1),false,by-sa,prev-url-available;prev-url-unverified
1070,Aloo Tikki Chaat,Snacks,Punjab,GOOD,url reachable (200); title overlaps name,https://upload.wikimedia.org/wikipedia/commons/6/6c/Produce_in_Borough_Market_2019_%28Aloo_Tikki_Chaat%29.jpg,Wikimedia Commons via Openverse (Produce in Borough Market 2019 Aloo Tikki Chaat ★),,Produce in Borough Market 2019 (Aloo Tikki Chaat),1,market,https://upload.wikimedia.org/wikipedia/commons/6/6c/Produce_in_Borough_Market_2019_%28Aloo_Tikki_Chaat%29.jpg,Produce in Borough Market 2019 (Aloo Tikki Chaat),,by-sa,non-food:market
1466,Amla,Fruit,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Hashim Amla ★),,,,,https://upload.wikimedia.org/wikipedia/commons/d/d7/Hashim_Amla.jpg,Hashim Amla,true,by-sa,prev-url-available;prev-url-reachable
1295,Amla (Amla),Fruit,Punjab,GOOD,url reachable (200); title overlaps name,https://upload.wikimedia.org/wikipedia/commons/d/d7/Hashim_Amla.jpg,Wikimedia Commons via Openverse (Hashim Amla ★),,Hashim Amla,1,,https://upload.wikimedia.org/wikipedia/commons/d/d7/Hashim_Amla.jpg,Hashim Amla,,by-sa,
1081,Anarkali Bazaar Snacks,Snacks,Punjab,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,Wikimedia Commons via Openverse (Keema Curry and Naan in Aichi Halal Bazaar ★),,,,,,,,,no-candidate
483,Anarsa,Dessert,Punjab,GOOD,url reachable (200); title overlaps name,https://upload.wikimedia.org/wikipedia/commons/8/86/Anarsa.jpg,Wikimedia Commons via Openverse (Anarsa ★),,Anarsa,1,,https://upload.wikimedia.org/wikipedia/commons/8/86/Anarsa.jpg,Anarsa,,by-sa,
526,Anjeer Halwa,Dessert,Sindh,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,Wikimedia Commons via Openverse (Singhara atta Halwa ★),,,,,,,,,no-candidate
1456,Apple,Fruit,Common Across Pakistan,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/4/42/Chrisdesign_Photorealistic_Green_Apple.svg,Wikimedia Commons via Openverse (Chrisdesign Photorealistic Green Apple ★),,Chrisdesign Photorealistic Green Apple,1,sign,https://upload.wikimedia.org/wikipedia/commons/4/42/Chrisdesign_Photorealistic_Green_Apple.svg,Chrisdesign Photorealistic Green Apple,,cc0,non-food:sign;probe-ratelimited
1283,Apple (Saib),Fruit,Punjab,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Chrisdesign Photorealistic Green Apple ★),,,,,https://upload.wikimedia.org/wikipedia/commons/4/42/Chrisdesign_Photorealistic_Green_Apple.svg,Chrisdesign Photorealistic Green Apple,false,cc0,prev-url-available;prev-url-unverified
790,Apple Juice,Drinks,Common Across Pakistan,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/2/23/Apple_juice_with_3apples.jpg,Wikimedia Commons via Openverse (Apple juice with 3apples ★),,Apple juice with 3apples,1,,https://upload.wikimedia.org/wikipedia/commons/2/23/Apple_juice_with_3apples.jpg,Apple juice with 3apples,,by-sa,probe-ratelimited
1348,Apricot (Khubani),Fruit,Khyber Pakhtunkhwa,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (20070107 Apricot ★),,,,,https://upload.wikimedia.org/wikipedia/commons/1/14/20070107_Apricot.jpg,20070107 Apricot,false,by-sa,prev-url-available;prev-url-unverified
652,Apricot Juice,Drinks,Punjab,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/1/14/20070107_Apricot.jpg,Wikimedia Commons via Openverse (20070107 Apricot ★),,20070107 Apricot,0.5,,https://upload.wikimedia.org/wikipedia/commons/e/e7/Zombiecocktail.jpg,Zombiecocktail,,by-sa,probe-ratelimited
76,Arvi (Colocasia),Vegetable,Sindh,LIKELY_WRONG,no title/name token overlap; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/6/6e/Arvis_Piziks_2017.jpg,Wikimedia Commons via Openverse (Arvis Piziks 2017),,Arvis Piziks 2017,0,,https://upload.wikimedia.org/wikipedia/commons/6/6e/Arvis_Piziks_2017.jpg,Arvis Piziks 2017,,by-sa,unrelated-title;probe-ratelimited
178,Arvi Chawal,Rice,Sindh,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,Wikimedia Commons via Openverse (Saloonay Chawal With Aloo Gosht ★),,,,,,,,,no-candidate
598,Atta Halwa,Dessert,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Singhara atta Halwa ★),,,,,https://upload.wikimedia.org/wikipedia/commons/9/95/Singhara_atta_Halwa.jpg,Singhara atta Halwa,false,by-sa,prev-url-available;prev-url-unverified
808,Badam Doodh,Drinks,Common Across Pakistan,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,Wikimedia Commons via Openverse (Doodh Patti Chai ★),,,,,,,,,no-candidate
1297,Bael (Bel),Fruit,Punjab,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Bael Aegle marmelos fruit at Narendrapur W IMG 4099 ★),,,,,https://upload.wikimedia.org/wikipedia/commons/c/ce/Bael_%28Aegle_marmelos%29_fruit_at_Narendrapur_W_IMG_4099.jpg,Bael (Aegle marmelos) fruit at Narendrapur W IMG 4099,true,by-sa,prev-url-available;prev-url-reachable
994,Bajra ki Roti,Bread,Common Across Pakistan,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/4/4f/%22Bajra_ki_roti%22.jpg,Wikimedia Commons via Openverse ('Bajra ki roti' ★),,"""Bajra ki roti""",1,,https://upload.wikimedia.org/wikipedia/commons/4/4f/%22Bajra_ki_roti%22.jpg,'Bajra ki roti',,by-sa,probe-ratelimited
1004,Bakarkhani,Bread,Common Across Pakistan,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/c/c6/Bakarkhani_001.jpg,Wikimedia Commons via Openverse (Bakarkhani 001 ★),,Bakarkhani 001,1,,https://upload.wikimedia.org/wikipedia/commons/c/c6/Bakarkhani_001.jpg,Bakarkhani 001,,by-sa,probe-ratelimited
557,Balochi Barfi,Dessert,Balochistan,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,Wikimedia Commons via Openverse (barfi ★),,,,,,,,,no-candidate
554,Balochi Jalebi,Dessert,Balochistan,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,Wikimedia Commons via Openverse (jalebi ★),,,,,,,,,no-candidate
556,Balochi Kheer,Dessert,Balochistan,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,Wikimedia Commons via Openverse (Kheer ★),,,,,,,,,no-candidate
555,Balochi Kulfi,Dessert,Balochistan,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,Wikimedia Commons via Openverse (Kulfi Faluda ★),,,,,,,,,no-candidate
923,Balochi Naan,Bread,Balochistan,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,Wikimedia Commons via Openverse (File:Amritsari Aloo Naan Thali.jpg ★),,,,,,,,,no-candidate
930,Balochi Paratha,Bread,Balochistan,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,Wikimedia Commons via Openverse (Tapenade and green olives on aloo gobi paratha - Massachusetts ★),,,,,,,,,no-candidate
1171,Balochi Sajji,Snacks,Balochistan,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,Wikimedia Commons via Openverse (Sajji ★),,,,,,,,,no-candidate
351,Balochi Sajji (chicken),Curry & Kebab,Balochistan,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,Wikimedia Commons via Openverse (Sajji ★),,,,,,,,,no-candidate
355,Balochi Sajji (mutton),Curry & Kebab,Balochistan,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,Wikimedia Commons via Openverse (Sajji ★),,,,,,,,,no-candidate
240,Balti Pulao,Rice,Azad Kashmir / Gilgit-Baltistan,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,"Wikimedia Commons via Openverse (Birthday party thali - Pulao, chana dal, pork with potato curry, pork stir-fried with lai sak mustard greens and onion, crispy potato fries, brinjal dipped in besan batter fry, green chutney, and mango achaar ★)",,,,,,,,,no-candidate
609,Balushahi,Dessert,Common Across Pakistan,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/9/9d/Balushahi.jpg,Wikimedia Commons via Openverse (Balushahi ★),,Balushahi,1,,https://upload.wikimedia.org/wikipedia/commons/9/9d/Balushahi.jpg,Balushahi,,by-sa,probe-ratelimited
15,Banana,Fruit,,LIKELY_WRONG,"no title/name token overlap; non-food keyword ""market""; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit)",https://upload.wikimedia.org/wikipedia/commons/e/eb/Bananas_by_the_bunch_-_Carrara_Market_%282569636765%29.jpg,Wikimedia Commons via Openverse (banana ★),,Bananas by the bunch - Carrara Market (2569636765),0,market,https://upload.wikimedia.org/wikipedia/commons/9/96/Ginanggang_%28Philippines%29_-_grilled_saba_bananas_-_01.jpg,Ginanggang (Philippines) - grilled saba bananas - 01,,cc0,non-food:market;unrelated-title;probe-ratelimited
1291,Banana (Kela),Fruit,Punjab,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (banana ★),,,,,https://upload.wikimedia.org/wikipedia/commons/9/96/Ginanggang_%28Philippines%29_-_grilled_saba_bananas_-_01.jpg,Ginanggang (Philippines) - grilled saba bananas - 01,false,cc0,prev-url-available;prev-url-unverified
800,Banana Shake,Drinks,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Banana shake at the Pyongyang Hotel Cafe 1st floor 10195085415 ★),,,,,https://upload.wikimedia.org/wikipedia/commons/3/3d/Banana_shake_at_the_Pyongyang_Hotel_Cafe_%281st_floor%29_%2810195085415%29.jpg,Banana shake at the Pyongyang Hotel Cafe (1st floor) (10195085415),false,by-sa,prev-url-available;prev-url-unverified
589,Barfi,Dessert,Common Across Pakistan,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/4/44/Barfi_-_Indian_sweet.jpg,Wikimedia Commons via Openverse (barfi ★),,Barfi - Indian sweet,1,,https://upload.wikimedia.org/wikipedia/commons/4/41/Ranbir_Kapoor_at_the_launch_of_%27Barfi%21%27_promo_10.jpg,Ranbir Kapoor at the launch of 'Barfi!' promo 10,,by,probe-ratelimited
166,Basmati Rice,Rice,Punjab,GOOD,url reachable (200); title overlaps name,https://upload.wikimedia.org/wikipedia/commons/0/07/Khyma_and_Basmati_rice.jpg,Wikimedia Commons via Openverse (Khyma and Basmati rice ★),,Khyma and Basmati rice,1,,https://upload.wikimedia.org/wikipedia/commons/0/07/Khyma_and_Basmati_rice.jpg,Khyma and Basmati rice,,by-sa,
422,BBQ Platter,Curry & Kebab,Common Across Pakistan,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/f/fc/Kenyan_BBQ_platter_%2814675389216%29.jpg,Wikimedia Commons via Openverse (Kenyan BBQ platter 14675389216 ★),,Kenyan BBQ platter (14675389216),1,,https://upload.wikimedia.org/wikipedia/commons/f/fc/Kenyan_BBQ_platter_%2814675389216%29.jpg,Kenyan BBQ platter (14675389216),,by-sa,probe-ratelimited
1002,Bedmi Puri,Bread,Common Across Pakistan,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,"Wikimedia Commons via Openverse (Bhel puri chat, photographed in West Bengal, India, September 24, 2024 ★)",,,,,,,,,no-candidate
287,Beef Chapli,Curry & Kebab,Punjab,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,"Wikimedia Commons via Openverse (Pakistani gobi aloo, seekh kebab, and beef karahi ★)",,,,,,,,,no-candidate
285,Beef Haleem,Curry & Kebab,Punjab,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,"Wikimedia Commons via Openverse (Pakistani gobi aloo, seekh kebab, and beef karahi ★)",,,,,https://upload.wikimedia.org/wikipedia/commons/3/3b/Hallem.jpg,File:Hallem.jpg,false,by-sa,prev-url-available;prev-url-unverified
283,Beef Karahi,Curry & Kebab,Punjab,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,"Wikimedia Commons via Openverse (Pakistani gobi aloo, seekh kebab, and beef karahi ★)",,,,,https://upload.wikimedia.org/wikipedia/commons/3/32/Pakistani_gobi_aloo%2C_seekh_kebab%2C_and_beef_karahi.jpg,"Pakistani gobi aloo, seekh kebab, and beef karahi",false,by,prev-url-available;prev-url-unverified
284,Beef Korma,Curry & Kebab,Punjab,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,"Wikimedia Commons via Openverse (Pakistani gobi aloo, seekh kebab, and beef karahi ★)",,,,,,,,,no-candidate
5,Beef Nihari,Meat,,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/d/d6/Beef_Nihari.JPG,Wikimedia Commons via Openverse (Beef Nihari ★),,Beef Nihari,1,,https://upload.wikimedia.org/wikipedia/commons/d/d6/Beef_Nihari.JPG,Beef Nihari,,cc0,probe-ratelimited
405,Beef Paye,Curry & Kebab,Common Across Pakistan,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,"Wikimedia Commons via Openverse (Pakistani gobi aloo, seekh kebab, and beef karahi ★)",,,,,,,,,no-candidate
247,Beef Pulao,Rice,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,"Wikimedia Commons via Openverse (Pakistani gobi aloo, seekh kebab, and beef karahi ★)",,,,,https://upload.wikimedia.org/wikipedia/commons/f/fe/Beef_Rezala_at_restaurant_South_Asian_Street_Food.jpg,Beef Rezala at restaurant South Asian Street Food,false,by-sa,prev-url-available;prev-url-unverified
1480,Beef Qeema,Curry & Kebab,Common Across Pakistan,MISSING_NO_CANDIDATE,no image and no source,,,,,,,,,,,no-candidate
1173,Beef Sajji,Snacks,Balochistan,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,"Wikimedia Commons via Openverse (Pakistani gobi aloo, seekh kebab, and beef karahi ★)",,,,,,,,,no-candidate
288,Beef Seekh Kebab,Curry & Kebab,Punjab,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,"Wikimedia Commons via Openverse (Pakistani gobi aloo, seekh kebab, and beef karahi ★)",,,,,https://upload.wikimedia.org/wikipedia/commons/3/32/Pakistani_gobi_aloo%2C_seekh_kebab%2C_and_beef_karahi.jpg,"Pakistani gobi aloo, seekh kebab, and beef karahi",false,by,prev-url-available;prev-url-unverified
1018,Beguni,Snacks,Punjab,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Potato Pakora and Beguni ★),,,,,https://upload.wikimedia.org/wikipedia/commons/f/fd/Potato_Pakora_and_Beguni.jpg,Potato Pakora and Beguni,false,cc0,prev-url-available;prev-url-unverified
1312,Ber (Bor),Fruit,Sindh,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/2/24/Fre_ftr_ber.jpg,Wikimedia Commons via Openverse (Fre ftr ber),,Fre ftr ber,0.5,,https://upload.wikimedia.org/wikipedia/commons/2/24/Fre_ftr_ber.jpg,Fre ftr ber,,by,probe-ratelimited
523,Besan Barfi,Dessert,Sindh,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/a/ab/Besan_Ki_Barfi_Recipe_by_Sonia_Goyal.jpg,Wikimedia Commons via Openverse (Besan Ki Barfi Recipe by Sonia Goyal ★),,Besan Ki Barfi Recipe by Sonia Goyal,1,,https://upload.wikimedia.org/wikipedia/commons/a/ab/Besan_Ki_Barfi_Recipe_by_Sonia_Goyal.jpg,Besan Ki Barfi Recipe by Sonia Goyal,,by-sa,probe-ratelimited
599,Besan Halwa,Dessert,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Besan Ki Barfi Recipe by Sonia Goyal ★),,,,,https://upload.wikimedia.org/wikipedia/commons/5/54/BesanHalwawithSugarGhee_Chickpea_Flour.jpg,BesanHalwawithSugarGhee Chickpea Flour,false,by-sa,prev-url-available;prev-url-unverified
1490,Besan Ka Chilla,Breakfast,Common Across Pakistan,MISSING_NO_CANDIDATE,no image and no source,,,,,,,,,,,no-candidate
613,Besan Laddu,Dessert,Common Across Pakistan,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/c/c0/Besan_laddu_in_West_Bengal%2C_India%2C_photographed_on_May_9%2C_2024.jpg,"Wikimedia Commons via Openverse (Besan laddu in West Bengal, India, photographed on May 9, 2024 ★)",,"Besan laddu in West Bengal, India, photographed on May 9, 2024",1,,https://upload.wikimedia.org/wikipedia/commons/c/c0/Besan_laddu_in_West_Bengal%2C_India%2C_photographed_on_May_9%2C_2024.jpg,"Besan laddu in West Bengal, India, photographed on May 9, 2024",,cc0,probe-ratelimited
849,Besan Roti,Bread,Punjab,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Besan Ki Barfi Recipe by Sonia Goyal ★),,,,,https://upload.wikimedia.org/wikipedia/commons/b/bb/Tandoori_Missi_Roti_with_malai.JPG,Tandoori Missi Roti with malai,false,by-sa,prev-url-available;prev-url-unverified
996,Bhatura,Bread,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Chola bhatura ★),,,,,https://upload.wikimedia.org/wikipedia/commons/9/9f/Chola_bhatura.jpg,Chola bhatura,false,by-sa,prev-url-available;prev-url-unverified
