id,name,category,region,status,reason,image_url,image_source,source_title,url_title,score,non_food_keyword,prev_url,prev_title,prev_url_reachable,license,flags
1035,Dahi Vada,Snacks,Punjab,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Dahi vada or dahi bhalla ★),,,,,https://upload.wikimedia.org/wikipedia/commons/1/17/Dahi_Vada%2C_a_popular_South_Indian_dish%2C_photographed_in_Avani_Riverside_Mall%2C_Howrah%2C_West_Bengal%2C_India%2C_April_16%2C_2024.jpg,"Dahi Vada, a popular South Indian dish, photographed in Avani Riverside Mall, Howrah, West Bengal, India, April 16, 2024",false,cc0,prev-url-available;prev-url-unverified
1000,Dal Kachori,Bread,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (File:Urad Dal ki Kachori while making.JPG ★),,,,,https://upload.wikimedia.org/wikipedia/commons/e/e3/Urad_Dal_ki_Kachori_while_making.JPG,File:Urad Dal ki Kachori while making.JPG,false,by-sa,prev-url-available;prev-url-unverified
827,Dalhi Roti,Bread,Punjab,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,Wikimedia Commons via Openverse (Akki roti ★),,,,,,,,,no-candidate
350,Dampukht,Curry & Kebab,Khyber Pakhtunkhwa,LIKELY_WRONG,no title/name token overlap; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/4/4e/Pattar_ka_gosht.JPG,Wikimedia Commons via Openverse (Pattar ka gosht (slow-braised meat)),,Pattar ka gosht,0,,,,,,unrelated-title;probe-ratelimited
384,Dampukht GB,Curry & Kebab,Azad Kashmir / Gilgit-Baltistan,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,Wikimedia Commons via Openverse (Pattar ka gosht (slow-braised meat)),,,,,,,,,no-candidate
1460,Dates,Fruit,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (dates ★),,,,,https://upload.wikimedia.org/wikipedia/commons/b/b3/Africa_independence_dates.svg,Africa independence dates,false,by-sa,prev-url-available;prev-url-unverified
1287,Dates (Khajoor),Fruit,Punjab,GOOD,url reachable (200); title overlaps name,https://upload.wikimedia.org/wikipedia/commons/6/6c/Ripe_and_dry_dates_fruit_bunches.jpg,Wikimedia Commons via Openverse (dates ★),,Ripe and dry dates fruit bunches,0.5,,https://upload.wikimedia.org/wikipedia/commons/b/b3/Africa_independence_dates.svg,Africa independence dates,,by-sa,
82,Dedhri (Wild Okra),Vegetable,Sindh,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/9/91/Wild_okra.jpg,Wikimedia Commons via Openverse (Wild okra),,Wild okra,0.67,,,,,,probe-ratelimited
169,Degh Biryani,Rice,Punjab,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/6/6d/Degh_Biryani_%2811099698394%29.jpg,Wikimedia Commons via Openverse (Degh Biryani 11099698394 ★),,Degh Biryani (11099698394),1,,https://upload.wikimedia.org/wikipedia/commons/6/6d/Degh_Biryani_%2811099698394%29.jpg,Degh Biryani (11099698394),,by-sa,probe-ratelimited
1488,Desi Omelette,Breakfast,Common Across Pakistan,MISSING_NO_CANDIDATE,no image and no source,,,,,,,,,,,no-candidate
1007,Dhebra,Bread,Common Across Pakistan,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/d/d7/Dhebra.jpg,Wikimedia Commons via Openverse (Dhebra ★),,Dhebra,1,,https://upload.wikimedia.org/wikipedia/commons/d/d7/Dhebra.jpg,Dhebra,,by-sa,probe-ratelimited
1135,Do Darya Snacks,Snacks,Sindh,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,Wikimedia Commons via Openverse (Mixed grill platter),,,,,,,,,no-candidate
623,Doodh,Drinks,Punjab,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Doodh Patti Chai ★),,,,,https://upload.wikimedia.org/wikipedia/commons/6/6e/Doodh_Patti_Chai.JPG,Doodh Patti Chai,false,cc0,prev-url-available;prev-url-unverified
448,Doodh Jalebi,Dessert,Punjab,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Doodh Patti Chai ★),,,,,https://upload.wikimedia.org/wikipedia/commons/c/cd/Kadai_Doodh.jpg,Kadai Doodh,false,by-sa,prev-url-available;prev-url-unverified
765,Doodh Patti,Drinks,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Doodh Patti Chai ★),,,,,https://upload.wikimedia.org/wikipedia/commons/6/6e/Doodh_Patti_Chai.JPG,Doodh Patti Chai,false,cc0,prev-url-available;prev-url-unverified
17,Doodh Patti Chai,Drinks,,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/6/6e/Doodh_Patti_Chai.JPG,Wikimedia Commons via Openverse (Doodh Patti Chai ★),,Doodh Patti Chai,1,,https://upload.wikimedia.org/wikipedia/commons/6/6e/Doodh_Patti_Chai.JPG,Doodh Patti Chai,,cc0,probe-ratelimited
810,Doodh Soda,Drinks,Common Across Pakistan,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,Wikimedia Commons via Openverse (Doodh Patti Chai ★),,,,,,,,,no-candidate
995,Dosti Roti,Bread,Common Across Pakistan,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,Wikimedia Commons via Openverse (Akki roti ★),,,,,,,,,no-candidate
594,Double Ka Meetha,Dessert,Common Across Pakistan,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/f/f2/Double_ka_Meetha-Bread_Pudding_%2814997594211%29.jpg,Wikimedia Commons via Openverse (Double ka Meetha-Bread Pudding 14997594211 ★),,Double ka Meetha-Bread Pudding (14997594211),1,,https://upload.wikimedia.org/wikipedia/commons/f/f2/Double_ka_Meetha-Bread_Pudding_%2814997594211%29.jpg,Double ka Meetha-Bread Pudding (14997594211),,cc0,probe-ratelimited
1475,Dried Apricot,Fruit,Common Across Pakistan,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/b/b9/Dried_apricot_01_Pengo.jpg,Wikimedia Commons via Openverse (Dried apricot 01 Pengo ★),,Dried apricot 01 Pengo,1,,https://upload.wikimedia.org/wikipedia/commons/b/b9/Dried_apricot_01_Pengo.jpg,Dried apricot 01 Pengo,,by-sa,probe-ratelimited
1477,Dried Fig,Fruit,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Dried apricot 01 Pengo ★),,,,,https://upload.wikimedia.org/wikipedia/commons/f/f3/Dried_figs_-_Massachusetts.jpg,Dried figs - Massachusetts,false,cc0,prev-url-available;prev-url-unverified
1476,Dried Plum,Fruit,Common Across Pakistan,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/8/8e/Dried_plums_01.jpg,Wikimedia Commons via Openverse (Dried plums 01 ★),,Dried plums 01,0.5,,https://upload.wikimedia.org/wikipedia/commons/8/8e/Dried_plums_01.jpg,Dried plums 01,,cc0,probe-ratelimited
61,Drumsticks,Vegetable,Punjab,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/0/00/Drumsticks.png,Wikimedia Commons via Openverse (Drumsticks ★),,Drumsticks,1,,https://upload.wikimedia.org/wikipedia/commons/0/00/Drumsticks.png,Drumsticks,,by-sa,probe-ratelimited
964,Dry Fruit Naan,Bread,Azad Kashmir / Gilgit-Baltistan,GOOD,url reachable (200); title overlaps name,https://upload.wikimedia.org/wikipedia/commons/c/ce/Bael_%28Aegle_marmelos%29_fruit_at_Narendrapur_W_IMG_4099.jpg,Wikimedia Commons via Openverse (Bael Aegle marmelos fruit at Narendrapur W IMG 4099 ★),,Bael (Aegle marmelos) fruit at Narendrapur W IMG 4099,0.33,,,,,,
1483,Egg Fried Rice,Rice,Common Across Pakistan,MISSING_NO_CANDIDATE,no image and no source,,,,,,,,,,,no-candidate
129,Eggplant,Vegetable,Common Across Pakistan,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/1/1e/Eggplant_violet_Jade.svg,Wikimedia Commons via Openverse (Eggplant violet Jade ★),,Eggplant violet Jade,1,,https://upload.wikimedia.org/wikipedia/commons/1/1e/Eggplant_violet_Jade.svg,Eggplant violet Jade,,by-sa,probe-ratelimited
58,Eggplant / Brinjal,Vegetable,Punjab,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/5/53/Thai_eggplant_brinjal.jpg,Wikimedia Commons via Openverse (Thai eggplant brinjal ★),,Thai eggplant brinjal,1,,https://upload.wikimedia.org/wikipedia/commons/5/53/Thai_eggplant_brinjal.jpg,Thai eggplant brinjal,,by-sa,probe-ratelimited
774,Elaichi Chai,Drinks,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Ginger Tea Adrak wali Chai ★),,,,,https://upload.wikimedia.org/wikipedia/commons/a/a5/Cardamom_%285193854049%29.jpg,Cardamom (5193854049),false,by,prev-url-available;prev-url-unverified
592,Falooda,Dessert,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Falooda big ★),,,,,https://upload.wikimedia.org/wikipedia/commons/6/64/Falooda_big.jpg,Falooda big,false,by-sa,prev-url-available;prev-url-unverified
1447,Falsa,Fruit,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Falsa cupola di Sant'Ignazio ★),,,,,https://upload.wikimedia.org/wikipedia/commons/0/04/Falsa_cupola_di_Sant%27Ignazio.jpg,Falsa cupola di Sant'Ignazio,false,by,prev-url-available;prev-url-unverified
1274,Falsa (Phalsa),Fruit,Punjab,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/0/04/Falsa_cupola_di_Sant%27Ignazio.jpg,Wikimedia Commons via Openverse (Falsa cupola di Sant'Ignazio ★),,Falsa cupola di Sant'Ignazio,0.5,,https://upload.wikimedia.org/wikipedia/commons/0/04/Falsa_cupola_di_Sant%27Ignazio.jpg,Falsa cupola di Sant'Ignazio,,by,probe-ratelimited
135,Fenugreek,Vegetable,Common Across Pakistan,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/b/be/Aesthetic_bunch_of_fenugreek_greens.jpg,Wikimedia Commons via Openverse (Aesthetic bunch of fenugreek greens ★),,Aesthetic bunch of fenugreek greens,1,,https://upload.wikimedia.org/wikipedia/commons/b/be/Aesthetic_bunch_of_fenugreek_greens.jpg,Aesthetic bunch of fenugreek greens,,by-sa,probe-ratelimited
46,Fenugreek Leaves,Vegetable,Punjab,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/d/dc/Washed_fenugreek_leaves_for_cooking_methi-chadachadi.jpg,Wikimedia Commons via Openverse (Washed fenugreek leaves for cooking methi-chadachadi ★),,Washed fenugreek leaves for cooking methi-chadachadi,1,,https://upload.wikimedia.org/wikipedia/commons/d/dc/Washed_fenugreek_leaves_for_cooking_methi-chadachadi.jpg,Washed fenugreek leaves for cooking methi-chadachadi,,by-sa,probe-ratelimited
98,Fiddlehead Ferns,Vegetable,Khyber Pakhtunkhwa,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/2/2e/Fiddlehead_ferns_for_sale%2C_Portland_Oregon.jpg,"Wikimedia Commons via Openverse (Fiddlehead ferns for sale, Portland Oregon ★)",,"Fiddlehead ferns for sale, Portland Oregon",1,,https://upload.wikimedia.org/wikipedia/commons/2/2e/Fiddlehead_ferns_for_sale%2C_Portland_Oregon.jpg,"Fiddlehead ferns for sale, Portland Oregon",,by,probe-ratelimited
1461,Figs,Fruit,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Dried figs - Massachusetts ★),,,,,https://upload.wikimedia.org/wikipedia/commons/8/8b/Parasite140083-fig1_Figs_1-7_Neoechinorhynchus_%28Hebesoma%29_spiramuscularis.tif,Parasite140083-fig1 Figs 1-7 Neoechinorhynchus (Hebesoma) spiramuscularis,false,by,prev-url-available;prev-url-unverified
1288,Figs (Anjeer),Fruit,Punjab,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/f/f3/Dried_figs_-_Massachusetts.jpg,Wikimedia Commons via Openverse (Dried figs - Massachusetts ★),,Dried figs - Massachusetts,0.5,,https://upload.wikimedia.org/wikipedia/commons/8/8b/Parasite140083-fig1_Figs_1-7_Neoechinorhynchus_%28Hebesoma%29_spiramuscularis.tif,Parasite140083-fig1 Figs 1-7 Neoechinorhynchus (Hebesoma) spiramuscularis,,by,probe-ratelimited
164,Firni,Rice,Punjab,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/7/7e/This_is_a_picture_of_Indian_rice_pudding_or_firni_which_has_been_set_in_a_shallow_earthen_dish.Strands_of_saffron_and_chopped_almonds_and_pistachios_have_been_used_for_garnishing.jpg,Wikimedia Commons via Openverse (This is a picture of Indian rice pudding or firni which has been set in a shallow earthen dish.Strands of saffron and chopped almonds and pistachios have been used for garnishing ★),,This is a picture of Indian rice pudding or firni which has been set in a shallow earthen dish.Strands of saffron and chopped almonds and pistachios have been used for garnishing,1,art,https://upload.wikimedia.org/wikipedia/commons/7/7e/This_is_a_picture_of_Indian_rice_pudding_or_firni_which_has_been_set_in_a_shallow_earthen_dish.Strands_of_saffron_and_chopped_almonds_and_pistachios_have_been_used_for_garnishing.jpg,This is a picture of Indian rice pudding or firni which has been set in a shallow earthen dish.Strands of saffron and chopped almonds and pistachios have been used for garnishing,,by-sa,non-food:art;probe-ratelimited
585,Firni / Phirni,Dessert,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Firni Or Phirni Bangladeshi Sweet 1 ★),,,,,https://upload.wikimedia.org/wikipedia/commons/b/bd/Firni_Or_Phirni_Bangladeshi_Sweet_%281%29.jpg,Firni Or Phirni Bangladeshi Sweet (1),false,by-sa,prev-url-available;prev-url-unverified
185,Fish Pulao,Rice,Sindh,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Fish Pulao ★),,,,,https://upload.wikimedia.org/wikipedia/commons/b/bc/Fish_Pulao.JPG,Fish Pulao,false,cc0,prev-url-available;prev-url-unverified
663,Food Street Chai,Drinks,Punjab,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/0/09/HK_WCD_%E7%81%A3%E4%BB%94_Wan_Chai_%E7%9A%87%E5%90%8E%E5%A4%A7%E9%81%93%E6%9D%B1_163_Queen%27s_Road_East_%E5%90%88%E5%92%8C%E9%A3%9F%E8%A1%97_Hopewell_Food_Street_January_2026_N13P_03.jpg,Wikimedia Commons via Openverse (HK WCD 灣仔 Wan Chai 皇后大道東 163 Queen's Road East 合和食街 Hopewell Food Street January 2026 N13P 03 ★),,HK WCD 灣仔 Wan Chai 皇后大道東 163 Queen's Road East 合和食街 Hopewell Food Street January 2026 N13P 03,1,road,https://upload.wikimedia.org/wikipedia/commons/0/09/HK_WCD_%E7%81%A3%E4%BB%94_Wan_Chai_%E7%9A%87%E5%90%8E%E5%A4%A7%E9%81%93%E6%9D%B1_163_Queen%27s_Road_East_%E5%90%88%E5%92%8C%E9%A3%9F%E8%A1%97_Hopewell_Food_Street_January_2026_N13P_03.jpg,HK WCD 灣仔 Wan Chai 皇后大道東 163 Queen's Road East 合和食街 Hopewell Food Street January 2026 N13P 03,,cc0,non-food:road;probe-ratelimited
1077,Food Street Kebabs,Snacks,Punjab,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/b/b2/Salim%27s%2C_Turnpike_Lane%2C_London%2C_England_preparing_and_grilling_kebabs.jpg,"Wikimedia Commons via Openverse (Salim's, Turnpike Lane, London, England preparing and grilling kebabs ★)",,"Salim's, Turnpike Lane, London, England preparing and grilling kebabs",0.33,,https://upload.wikimedia.org/wikipedia/commons/9/91/Crowds%2C_Cuisine_%26_Community_at_Iftar_Hour_in_Zakaria_street_2026_34.jpg,"Crowds, Cuisine & Community at Iftar Hour in Zakaria street 2026 34",,by-sa,probe-ratelimited
868,Food Street Naan,Bread,Punjab,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (File:Amritsari Aloo Naan Thali.jpg ★),,,,,https://upload.wikimedia.org/wikipedia/commons/1/17/Qufu_-_Xiguan_Ave_-_street_market_-_halal_snack_vendors_-_P1060017.JPG,Qufu - Xiguan Ave - street market - halal snack vendors - P1060017,false,by-sa,prev-url-available;prev-url-unverified
491,Fort Road Falooda,Dessert,Punjab,LIKELY_WRONG,"partial overlap but non-food keyword ""palace""; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit)",https://upload.wikimedia.org/wikipedia/commons/a/a6/Khush_Mahal_or_Sitab_Khan_Palace_near_Warangal_fort_in_Warangal%2C_Telangana_12.jpg,"Wikimedia Commons via Openverse (Khush Mahal or Sitab Khan Palace near Warangal fort in Warangal, Telangana 12 ★)",,"Khush Mahal or Sitab Khan Palace near Warangal fort in Warangal, Telangana 12",0.33,palace,,,,,non-food:palace;unrelated-title;probe-ratelimited
1080,Fort Road Snacks,Snacks,Punjab,MISSING_NO_CANDIDATE,source present but no Pass-1 URL recorded,,"Wikimedia Commons via Openverse (Khush Mahal or Sitab Khan Palace near Warangal fort in Warangal, Telangana 12 ★)",,,,,,,,,no-candidate
1494,Fresh Garden Salad,Vegetable,Common Across Pakistan,MISSING_NO_CANDIDATE,no image and no source,,,,,,,,,,,no-candidate
642,Fresh Lime Soda,Drinks,Punjab,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/f/fb/Citrus_limettioides_-_Palestine_sweet_lime.jpg,Wikimedia Commons via Openverse (Citrus limettioides - Palestine sweet lime ★),,Citrus limettioides - Palestine sweet lime,0.33,,https://upload.wikimedia.org/wikipedia/commons/6/60/Tamale_pie_close-up_2.jpg,Tamale pie close-up 2,,by,probe-ratelimited
643,Fresh Lime Water,Drinks,Punjab,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (Citrus limettioides - Palestine sweet lime ★),,,,,https://upload.wikimedia.org/wikipedia/commons/6/60/Tamale_pie_close-up_2.jpg,Tamale pie close-up 2,false,by,prev-url-available;prev-url-unverified
1487,Fresh Orange Juice,Drinks,Common Across Pakistan,MISSING_NO_CANDIDATE,no image and no source,,,,,,,,,,,no-candidate
471,Gajak,Dessert,Punjab,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,"Wikimedia Commons via Openverse (Gur Rewari a kind of Gajak from Lucknow, a traditional Indian snack made with Jaggery and crunchy sesame seeds in the form of crispy bars ★)",,,,,https://upload.wikimedia.org/wikipedia/commons/2/2d/Gur_Rewari_%28a_kind_of_Gajak%29_from_Lucknow%2C_a_traditional_Indian_snack_made_with_Jaggery_and_crunchy_sesame_seeds_in_the_form_of_crispy_bars.jpg,"Gur Rewari (a kind of Gajak) from Lucknow, a traditional Indian snack made with Jaggery and crunchy sesame seeds in the form of crispy bars",false,by-sa,prev-url-available;prev-url-unverified
595,Gajar Halwa,Dessert,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,Wikimedia Commons via Openverse (File:Carrot gajar halwa with kheer India Sweets.jpg ★),,,,,https://upload.wikimedia.org/wikipedia/commons/5/5f/Carrot_gajar_halwa_with_kheer_India_Sweets.jpg,File:Carrot gajar halwa with kheer India Sweets.jpg,false,by,prev-url-available;prev-url-unverified
464,Gajar ka Halwa,Dessert,Punjab,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/5/5f/Carrot_gajar_halwa_with_kheer_India_Sweets.jpg,Wikimedia Commons via Openverse (File:Carrot gajar halwa with kheer India Sweets.jpg ★),,Carrot gajar halwa with kheer India Sweets,0.67,,https://upload.wikimedia.org/wikipedia/commons/1/1f/Gajar_Ka_Halwa_a_famous_Indian_Sweet_Dish_01.jpg,Gajar Ka Halwa a famous Indian Sweet Dish 01,,by-sa,probe-ratelimited
151,Gajar Pulao,Rice,Punjab,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/0/08/Food_at_Indic_Wikimedia_Hackathon_2023_07_gajar_Pulao.jpg,Wikimedia Commons via Openverse (Food at Indic Wikimedia Hackathon 2023 07 gajar Pulao ★),,Food at Indic Wikimedia Hackathon 2023 07 gajar Pulao,1,,https://upload.wikimedia.org/wikipedia/commons/0/08/Food_at_Indic_Wikimedia_Hackathon_2023_07_gajar_Pulao.jpg,Food at Indic Wikimedia Hackathon 2023 07 gajar Pulao,,by,probe-ratelimited
162,Gajrela,Rice,Punjab,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/0/02/Gajrela_.JPG,Wikimedia Commons via Openverse (Gajrela ★),,Gajrela,1,,https://upload.wikimedia.org/wikipedia/commons/0/02/Gajrela_.JPG,Gajrela,,cc0,probe-ratelimited
456,Gajrella,Dessert,Punjab,LIKELY_WRONG,no title/name token overlap; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/1/1f/Gajar_Ka_Halwa_a_famous_Indian_Sweet_Dish_01.jpg,Wikimedia Commons via Openverse (Gajar ka halwa),,Gajar Ka Halwa a famous Indian Sweet Dish 01,0,,,,,,unrelated-title;probe-ratelimited
1255,Galouti Kebab,Snacks,Common Across Pakistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,"Wikimedia Commons via Openverse (Pakistani gobi aloo, seekh kebab, and beef karahi ★)",,,,,https://upload.wikimedia.org/wikipedia/commons/f/f5/Galouti_Kebab.jpg,File:Galouti Kebab.jpg,false,by-sa,prev-url-available;prev-url-unverified
123,Garlic,Vegetable,Common Across Pakistan,GOOD,url reachable (200); title overlaps name,https://upload.wikimedia.org/wikipedia/commons/2/22/Garlic.jpg,Wikimedia Commons via Openverse (Garlic ★),,Garlic,1,,https://upload.wikimedia.org/wikipedia/commons/2/22/Garlic.jpg,Garlic,,by-sa,
968,Garlic Naan,Bread,Common Across Pakistan,GOOD,url reachable; title overlaps name; reachability UNVERIFIED (probe hit Wikimedia 429 rate-limit),https://upload.wikimedia.org/wikipedia/commons/8/86/Garlic_naan%2C_Benares_Cucina_Indian%2C_Toronto%2C_Ontario%2C_2025-08-25.jpg,"Wikimedia Commons via Openverse (Garlic naan, Benares Cucina Indian, Toronto, Ontario, 2025-08-25 ★)",,"Garlic naan, Benares Cucina Indian, Toronto, Ontario, 2025-08-25",1,,https://upload.wikimedia.org/wikipedia/commons/8/86/Garlic_naan%2C_Benares_Cucina_Indian%2C_Toronto%2C_Ontario%2C_2025-08-25.jpg,"Garlic naan, Benares Cucina Indian, Toronto, Ontario, 2025-08-25",,by-sa,probe-ratelimited
1435,GB Almond,Fruit,Azad Kashmir / Gilgit-Baltistan,MISSING_BUT_PREVIOUS_URL_AVAILABLE,image_source present but image_url NULL; Pass-1 URL exists,,"Wikimedia Commons via Openverse (Home-made almond milk, November 2012 ★)",,,,,https://upload.wikimedia.org/wikipedia/commons/4/4a/Almond_17_-_Andrew_Tucker_with_Colin_and_Brenda_Almond.tif,Almond 17 - Andrew Tucker with Colin and Brenda Almond,false,by-sa,prev-url-available;prev-url-unverified
